year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,school_status,lowest_grade_offered,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual,lunch_program,teachers_fte,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,seasch,county_fips_geo,street_mailing,puma,city_mailing,tract,state_mailing,block_group,zip_mailing,geoid_block,street_location,census_region,city_location,census_division,csa,zip_location,cbsa,phone,cbsa_name,fips,cbsa_type,latitude,cbsa_city,longitude,place_fips,geoid_place,place_name,urban_centric_locale,class_code,county_code,upper_chamber,congress_district_id,state_leg_district_upper,state_leg_district_lower,upper_chamber_name,lower_chamber,lower_chamber_name,lower_chamber_type,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,instructional_aides_fte,teachers_absent_fte,support_fte,counselors_fte,administration_fte,social_workers_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel
mixed - most recent,"272337003072","NEVIS AREA LEARNING PROGRAM","MN","NEVIS PUBLIC SCHOOL DISTRICT","High","Other/alternative school","No","Open","9","12","No","No","Yes","0","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","Yes","No","No","","23370","2703072","-94.843787","46.965918","2723370","Not applicable","Point address","MN-010308","Minnesota","010308-010308030","27057","BOX 138","00200","NEVIS","70400","MN","1","56467","270570704001","210 PLEASANT ST","Midwest","NEVIS","West north central","Not applicable","56467","Not applicable","(218)652-3500","","Minnesota","","46.965918","No","-94.843787","45340","2745340","Nevis city","Rural, distant","Minor civil division equivalent (incorporated)","27057","27004","2708","27002","2702B","State Senate District 4","2704B","State House District 4B","State house district","","","","","","","","","","","","","","","","","","","3185","3185.840","3185","","","",""
mixed - most recent,"272337001139","NEVIS ELEMENTARY","MN","NEVIS PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Pre-K","6","Yes","No","No","333","","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","23","23370","2701139","-94.843787","46.965918","2723370","Not applicable","Point address","MN-010308","Minnesota","010308-010308010","27057","P.O. BOX 138","00200","NEVIS","70400","MN","1","56467","270570704001","210 PLEASANT ST","Midwest","NEVIS","West north central","Not applicable","56467","Not applicable","(218)652-3500","","Minnesota","","46.965918","No","-94.843787","45340","2745340","Nevis city","Rural, distant","Minor civil division equivalent (incorporated)","27057","27004","2708","27002","2702B","State Senate District 4","2704B","State House District 4B","State house district","24.000","23.470","1.000","1.000","1.000","27.000","26.000","0.960","8.000","4.080","0.000","3.350","1.000","0.000","0.500","0.000","0.000","No","885467","1231328.500","811172","22.670","167640.219","178198.578","120634.000"
mixed - most recent,"272337001140","NEVIS SECONDARY","MN","NEVIS PUBLIC SCHOOL DISTRICT","High","Regular school","No","Open","7","12","No","Yes","Yes","264","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","17","23370","2701140","-94.843787","46.965918","2723370","Not applicable","Point address","MN-010308","Minnesota","010308-010308020","27057","BOX 138","00200","NEVIS","70400","MN","1","56467","270570704001","210 PLEASANT ST","Midwest","NEVIS","West north central","Not applicable","56467","Not applicable","(218)652-1204","","Minnesota","","46.965918","No","-94.843787","45340","2745340","Nevis city","Rural, distant","Minor civil division equivalent (incorporated)","27057","27004","2708","27002","2702B","State Senate District 4","2704B","State House District 4B","State house district","18.000","18.100","0.000","1.000","0.000","23.000","20.000","0.100","8.000","4.630","0.000","3.350","1.000","0.000","0.500","0.000","0.000","No","879841","1235197.375","827410","2660.930","148045.141","204649.703","392274.000"
mixed - most recent,"270021403275","New Century Academy","MN","New Century Academy","High","Regular school","Yes","Open","6","12","No","Yes","Yes","117","","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","4","14970","2703275","-94.397428","44.87885","2700214","Not applicable","Point address","MN-074093","Minnesota","074093-074093010","27085","950 SCHOOL ROAD SW","01800","HUTCHINSON","950400","MN","2","55350","270859504002","950 SCHOOL RD SW","Midwest","HUTCHINSON","West north central","378","55350","26780","(320)234-3660","Hutchinson, MN","Minnesota","Micropolitan statistical area","44.87885","Yes","-94.397428","30644","2730644","Hutchinson city","Town, distant","Minor civil division equivalent (incorporated)","27085","27018","2707","27018","2718A","State Senate District 18","2718A","State House District 18A","State house district","12.000","7.000","5.000","1.000","3.000","12.000","8.000","7.250","1.000","4.750","1.000","3.000","0.000","0.000","0.000","0.000","0.000","No","393461","930239.438","761749","250653.297","143237.797","142886.422","1157211.000"
mixed - most recent,"270041012729","New Century School Secondary","MN","New Century School","Middle","Regular school","Yes","Added","6","10","No","Yes","Yes","165","","","","","","No","No","No","0","","2712729","","","2700410","","","MN-074240","","074240-074240030","","1380 ENERGY LANE STE 108","","SAINT PAUL","","MN","","55108","","1380 ENERGY LANE STE 108","","SAINT PAUL","","378","55108","33460","(651)478-4535","","Minnesota","","44.969689","","-93.159328","","","","City, large","","27123","","2704","27066","2766B","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270041004873","New Century School","MN","New Century School","Primary","Regular school","Yes","Open","Pre-K","5","Yes","Yes","No","349","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","33","33840","2704873","-93.159299","44.969706","2700410","Not applicable","Point address","MN-074240","Minnesota","074240-074240010","27123","1380 ENERGY LANE STE 108","01501","SAINT PAUL","30202","MN","1","55108","271230302021","1380 ENERGY LANE STE 108","Midwest","SAINT PAUL","West north central","378","55108","33460","(651)478-4535","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.969706","Yes","-93.159299","58000","2758000","St. Paul city","City, large","Minor civil division equivalent (incorporated)","27123","27066","2704","27066","2766B","State Senate District 66","2766B","State House District 66B","State house district","14.000","14.000","0.000","0.000","4.000","14.000","1.000","11.000","1.000","9.000","1.000","6.000","0.000","0.000","0.000","0.000","0.000","No","414550","822074.125","","122887.352","74354.703","210281.766","260890.000"
mixed - most recent,"270002604798","New Chance","MN","INTERMEDIATE SCHOOL DISTRICT 917","High","Other/alternative school","No","Open","6","12","No","Yes","Yes","6","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","No","1","13530","2704798","-92.888689","44.741501","2700026","Not applicable","Point address","MN-060917","Minnesota","060917-060917104","27037","1600 W HWY 55","01203","HASTINGS","61102","MN","2","55033","270370611022","1600 W HWY 55","Midwest","HASTINGS","West north central","378","55033","33460","(651)438-4980","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.741501","No","-92.888689","27530","2727530","Hastings city","Town, fringe","Minor civil division equivalent (incorporated)","27037","27057","2702","27054","2754B","State Senate District 57","2757B","State House District 57B","State house district","3.000","3.000","0.000","0.000","0.000","3.000","6.000","2.240","0.000","0.370","0.000","0.070","0.000","0.000","0.000","0.000","0.000","No","52520","128721.000","","45792.000","24976.000","5431.000","18627.000"
mixed - most recent,"270035404849","New City School","MN","NEW CITY SCHOOL","Primary","Regular school","Yes","Open","Kindergarten","8","Yes","Yes","No","371","","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","26","21240","2704849","-93.259387","45.004056","2700354","Not applicable","Point address","MN-074089","Minnesota","074089-074089020","27053","1500 6TH STREET NE","01301","MINNEAPOLIS","102500","MN","1","55413","270531025001","1500 6TH STREET NE","Midwest","MINNEAPOLIS","West north central","378","55413","33460","(612)623-3309","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.004056","Yes","-93.259387","43000","2743000","Minneapolis city","City, large","Minor civil division equivalent (incorporated)","27053","27059","2705","27060","2760A","State Senate District 59","2759A","State House District 59A","State house district","9.000","9.600","0.000","1.000","1.800","10.000","9.000","3.000","0.000","0.250","0.000","0.000","0.250","0.000","0.000","0.000","0.000","No","377302","465974.594","","60402.070","28270.320","-2.000","435866.000"
mixed - most recent,"270579005364","New Code Academy Elementary","MN","BLOOMINGTON PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Kindergarten","5","Yes","No","No","89","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Virtual with face to face options","No","14","05790","2705364","-93.317869","44.850966","2705790","Not applicable","","MN-010271","Minnesota","010271-010271470","27053","8401 XERXES AVE S","01406","BLOOMINGTON","25603","MN","1","55431","270530256031","8401 XERXES AVE S","Midwest","BLOOMINGTON","West north central","378","55431","33460","(952)681-5500","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.850966","Yes","-93.317869","6616","2706616","Bloomington city","City, small","Minor civil division equivalent (incorporated)","27053","27063","2703","27050","2750A","State Senate District 63","2763B","State House District 63B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270579005365","New Code Academy High School","MN","BLOOMINGTON PUBLIC SCHOOL DISTRICT","High","Regular school","No","Open","9","12","No","No","Yes","60","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","7","05790","2705365","-93.296666","44.812523","2705790","Not applicable","","MN-010271","Minnesota","010271-010271570","27053","1350 W 106TH ST","01406","BLOOMINGTON","25801","MN","3","55431","270530258013","1350 W 106TH ST","Midwest","BLOOMINGTON","West north central","378","55431","33460","(952)444-1600","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.812523","Yes","-93.296666","6616","2706616","Bloomington city","City, small","Minor civil division equivalent (incorporated)","27053","27040","2703","27050","2750B","State Senate District 40","2740B","State House District 40B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270579005363","New Code Academy Middle School","MN","BLOOMINGTON PUBLIC SCHOOL DISTRICT","Middle","Regular school","No","Open","6","8","No","Yes","No","82","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Virtual with face to face options","No","8","05790","2705363","-93.269819","44.843031","2705790","Not applicable","","MN-010271","Minnesota","010271-010271370","27053","8900 PORTLAND AVE S","01406","BLOOMINGTON","25401","MN","1","55420","270530254011","8900 PORTLAND AVE S","Midwest","BLOOMINGTON","West north central","378","55420","33460","(952)681-6600","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.843031","Yes","-93.269819","6616","2706616","Bloomington city","City, small","Minor civil division equivalent (incorporated)","27053","27063","2703","27050","2750A","State Senate District 63","2763B","State House District 63B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"273239004661","New Connections","MN","ROSEMOUNT-APPLE VALLEY-EAGAN","High","Other/alternative school","No","Open","7","12","No","Yes","Yes","0","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","No","2","32390","2704661","-93.157979","44.741392","2732390","Not applicable","Point address","MN-010196","Minnesota","010196-010196101","27037","4629 144TH STREET WEST","01202","APPLE VALLEY","60826","MN","2","55124","270370608262","4629 144TH STREET WEST","Midwest","APPLE VALLEY","West north central","378","55124","33460","(651)423-7700","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.741392","No","-93.157979","1900","2701900","Apple Valley city","Suburb, large","Minor civil division equivalent (incorporated)","27037","27037","2702","27057","2757A","State Senate District 37","2737B","State House District 37B","State house district","3.000","3.720","0.000","0.000","0.000","1.000","1.000","-2.000","0.000","-2.000","0.000","-2.000","0.000","0.000","0.000","0.000","0.000","No","Not applicable","-2.000","","-2.000","-2.000","-2.000","-2.000"
mixed - most recent,"270027703616","NEW DISCOVERIES MONTESSORI ACADEMY","MN","NEW DISCOVERIES MONTESSORI ACADEMY","Primary","Regular school","Yes","Open","Pre-K","8","Yes","Yes","No","237","","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","23","14970","2703616","-94.35299","44.886285","2700277","Not applicable","Point address","MN-074161","Minnesota","074161-074161010","27085","1000 FIFTH AVENUE SE","01800","HUTCHINSON","950300","MN","5","55350","270859503005","1000 5TH AVE SE","Midwest","HUTCHINSON","West north central","378","55350","26780","(320)234-6362","Hutchinson, MN","Minnesota","Micropolitan statistical area","44.886285","Yes","-94.35299","30644","2730644","Hutchinson city","Town, distant","Minor civil division equivalent (incorporated)","27085","27018","2707","27018","2718B","State Senate District 18","2718A","State House District 18A","State house district","18.000","18.000","0.000","1.000","0.000","18.000","16.000","20.000","0.000","1.000","0.000","3.000","0.000","1.000","1.000","0.000","0.000","No","713488","1759098.000","1200000","667048.000","44000.000","334562.000","1900112.000"
